province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
Zambales,III,2024,0,4,0,16907,62543,0,5,127612071.26,564206000.0,0.0,0.0,0.0,691818071.26
Zambaonga del Sur,IX,2021,0,0,0,243,1115,135,80,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga,IX,2022,0,0,0,13595,67750,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga Sibugay,IX,2021,0,0,0,9111,45075,4,11,8922968.44,0.0,0.0,0.0,0.0,8922968.44
Zamboanga Sibugay,IX,2022,0,0,0,0,0,0,0,7762000.0,0.0,0.0,0.0,0.0,7762000.0
Zamboanga Sibugay,IX,2024,0,0,0,1027,4074,0,0,6606037.6,0.0,0.0,0.0,0.0,6606037.6
Zamboanga del Norte,IX,2021,1,2,0,535,495,1,23,143750.0,0.0,0.0,0.0,0.0,143750.0
Zamboanga del Norte,IX,2022,1,1,0,1744,8211,91,281,5646857.0,0.0,0.0,0.0,0.0,5646857.0
Zamboanga del Norte,IX,2024,3,1,2,41063,189569,20,11,0.0,0.0,2970000.0,0.0,0.0,2970000.0
Zamboanga del Sur,IX,2021,0,0,0,0,0,0,0,13153669.25,0.0,0.0,0.0,0.0,13153669.25
Zamboanga del Sur,IX,2022,3,0,0,1939,9514,116,17,127983834.65,0.0,0.0,0.0,0.0,127983834.65
Zamboanga del Sur,IX,2024,5,0,0,7742,28952,0,13,1726221.0,0.0,20000.0,0.0,0.0,1746221.0
without breakdown,V,2020,0,0,0,0,0,0,0,1156000.0,5769000000.0,0.0,0.0,0.0,5770156000.0
without breakdown,V,2021,10,26,6,0,0,0,0,0.0,15500000.0,0.0,0.0,0.0,15500000.0
without breakdown,V,2024,179,160,26,37,169,35341,287509,10331107800.94,14689416996.22,9520200.0,1600000.0,203000.0,25031847997.16
